season,player_id,player_name,position,nfl_team,espn_rank,espn_rank_type,espn_ppr_rank,espn_sf_auction,adp,percent_owned,projected
2026,4685307,Kevin Coleman Jr.,WR,MIA,403,SUPERFLEX,391,0,170.2,0.2,66.9
2026,3676833,KaVontae Turpin,WR,DAL,404,SUPERFLEX,392,0,169.7,1.7,66.4
2026,4366031,Tank Dell,WR,HOU,405,SUPERFLEX,172,0,165.0,34.3,0.0
2026,4603186,Jack Bech,WR,LV,406,SUPERFLEX,393,0,170.2,0.8,65.9
2026,4597703,Tory Horton,WR,SEA,407,SUPERFLEX,395,0,170.2,0.7,65.5
2026,4599739,Kendre Miller,RB,NO,409,SUPERFLEX,396,0,170.2,0.6,18.8
2026,4429299,Tahj Brooks,RB,CIN,410,SUPERFLEX,397,0,170.1,0.3,18.4
2026,4832846,Demond Claiborne,RB,MIN,411,SUPERFLEX,398,0,170.2,0.7,16.9
2026,4690013,Rasheen Ali,RB,BAL,412,SUPERFLEX,399,0,170.1,0.2,16.5
2026,4685246,Kaytron Allen,RB,WSH,413,SUPERFLEX,402,0,170.1,1.1,15.7
2026,4874509,DJ Giddens,RB,IND,416,SUPERFLEX,403,0,170.1,0.4,15.5
2026,4912274,Sione Vaki,RB,DET,417,SUPERFLEX,404,0,170.1,0.3,9.4
2026,4035537,Kene Nwangwu,RB,NYJ,418,SUPERFLEX,405,0,170.1,0.1,2.3
2026,5220680,Ted Hurst III,WR,TB,419,SUPERFLEX,406,0,170.1,0.9,64.9
2026,-16020,Jets D/ST,DEF,NYJ,420,SUPERFLEX,408,0,170.3,4.0,81.2
2026,-16025,49ers D/ST,DEF,SF,422,SUPERFLEX,409,0,169.1,7.4,81.7
2026,4869461,Trey Smack,K,GB,423,SUPERFLEX,410,0,168.3,14.3,144.1
2026,4571557,Spencer Shrader,K,IND,424,SUPERFLEX,411,0,170.1,3.3,139.5
2026,3051876,Evan Engram,TE,DEN,425,SUPERFLEX,412,0,170.0,2.9,106.5
2026,3123076,David Njoku,TE,LAC,426,SUPERFLEX,414,0,169.8,5.0,104.3
2026,4595342,Oronde Gadsden,TE,LAC,428,SUPERFLEX,416,0,170.3,2.9,77.2
2026,3116164,Mike Gesicki,TE,CIN,429,SUPERFLEX,417,0,170.2,1.5,96.5
2026,4429086,Michael Mayer,TE,LV,430,SUPERFLEX,418,0,170.2,1.0,80.9
2026,4040655,Darnell Mooney,WR,NYG,431,SUPERFLEX,419,0,170.3,1.7,63.7
2026,2991662,Mack Hollins,WR,NE,432,SUPERFLEX,421,0,170.1,0.3,57.1
2026,-16006,Cowboys D/ST,DEF,DAL,433,SUPERFLEX,424,0,167.5,12.1,76.7
2026,-16011,Colts D/ST,DEF,IND,435,SUPERFLEX,425,0,170.1,2.3,73.6
2026,-16016,Vikings D/ST,DEF,MIN,436,SUPERFLEX,426,0,168.8,13.3,89.6
2026,-16004,Bengals D/ST,DEF,CIN,437,SUPERFLEX,427,0,169.8,2.2,71.3
2026,4427728,Bam Knight,RB,ARI,438,SUPERFLEX,431,0,170.1,0.2,0.8
2026,4366963,Dylan Laube,RB,LV,440,SUPERFLEX,432,0,170.1,0.2,0.7
2026,4362748,Tyler Badie,RB,DEN,441,SUPERFLEX,433,0,170.1,0.2,0.4
2026,2576336,Ameer Abdullah,RB,JAX,442,SUPERFLEX,435,0,170.1,0.1,1.6
2026,4685526,Adam Randall,RB,BAL,443,SUPERFLEX,436,0,170.1,0.5,0.0
2026,3045147,James Conner,RB,ARI,445,SUPERFLEX,437,0,170.0,2.6,0.0
2026,5081508,Eli Heidenreich,RB,PIT,449,SUPERFLEX,438,0,170.0,0.2,
2026,4259147,Jake Tonges,TE,SF,450,SUPERFLEX,441,0,170.1,1.4,20.3
2026,4242557,Colby Parkinson,TE,LAR,453,SUPERFLEX,442,0,170.2,1.1,75.3
2026,4427834,Erick All Jr.,TE,CIN,454,SUPERFLEX,443,0,170.0,0.2,70.6
2026,4430802,Darnell Washington,TE,PIT,455,SUPERFLEX,445,0,169.9,1.5,72.4
2026,4685477,Jam Miller,RB,FA,456,SUPERFLEX,456,0,170.0,0.1,
2026,4429275,Trey Benson,RB,ARI,457,SUPERFLEX,457,0,170.0,0.2,0.0
2026,4693370,Riley Nowakowski,RB,PIT,458,SUPERFLEX,458,0,170.0,0.1,8.1
2026,3930086,Dawson Knox,TE,BUF,459,SUPERFLEX,459,0,169.8,0.9,68.2
2026,4678006,Elijah Arroyo,TE,SEA,460,SUPERFLEX,460,0,169.9,0.5,60.6
2026,4808766,Mason Taylor,TE,NYJ,464,SUPERFLEX,464,0,170.0,0.5,70.3
2026,4429148,Theo Johnson,TE,NYG,465,SUPERFLEX,465,0,170.1,0.5,61.5
2026,4258595,Cole Kmet,TE,CHI,466,SUPERFLEX,466,0,169.7,0.9,53.8
2026,4431588,Ja'Tavion Sanders,TE,CAR,467,SUPERFLEX,467,0,169.9,0.2,42.2
2026,4240472,Noah Gray,TE,KC,468,SUPERFLEX,468,0,169.9,0.3,60.7
2026,4431574,Eli Stowers,TE,PHI,469,SUPERFLEX,469,0,170.0,0.5,29.0
2026,2573401,Tyler Higbee,TE,LAR,470,SUPERFLEX,470,0,169.9,0.4,38.1
2026,4833029,Max Klare,TE,LAR,471,SUPERFLEX,471,0,170.0,0.1,9.9
2026,3127310,Drew Sample,TE,CIN,472,SUPERFLEX,472,0,170.0,0.1,48.5
2026,4831959,Eli Raridon,TE,NE,473,SUPERFLEX,473,0,170.0,0.2,46.4
2026,4685522,Ty Simpson,QB,LAR,476,SUPERFLEX,476,0,170.0,0.4,10.0
2026,2969939,Jameis Winston,QB,NYG,477,SUPERFLEX,477,0,170.0,0.3,8.6
2026,4429084,Anthony Richardson Sr.,QB,IND,478,SUPERFLEX,478,0,170.0,0.2,
2026,4596472,Jalon Daniels,QB,TB,479,SUPERFLEX,479,0,169.9,0.1,10.4
2026,3892775,Jarrett Stidham,QB,DEN,480,SUPERFLEX,480,0,170.0,0.1,10.4
2026,4240391,Tommy DeVito,QB,NE,482,SUPERFLEX,482,0,170.0,0.1,10.3
2026,2576980,Marcus Mariota,QB,WSH,483,SUPERFLEX,483,0,170.0,0.1,10.2
2026,4434153,Tyson Bagent,QB,CHI,484,SUPERFLEX,484,0,170.0,0.1,10.1
2026,4426875,Sam Howell,QB,DAL,485,SUPERFLEX,485,0,170.0,0.1,9.5
2026,4685201,Tanner McKee,QB,PHI,486,SUPERFLEX,486,0,170.0,0.1,9.5
2026,3050478,Jake Elliott,K,PHI,488,SUPERFLEX,488,0,169.1,8.3,135.7
2026,3051909,Daniel Carlson,K,NO,489,SUPERFLEX,489,0,170.1,1.5,137.7
2026,2985659,Wil Lutz,K,DEN,490,SUPERFLEX,490,0,169.6,6.1,135.8
2026,3917232,Tyler Bass,K,BUF,491,SUPERFLEX,491,0,169.5,5.2,136.9
2026,5082424,Dominic Zvada,K,NYG,492,SUPERFLEX,492,0,169.8,1.9,133.2
2026,5081335,Drew Stevens,K,WSH,494,SUPERFLEX,494,0,170.0,0.6,133.5
2026,4569923,Andy Borregales,K,NE,495,SUPERFLEX,495,0,170.1,2.7,129.2
2026,4243371,Riley Patterson,K,MIA,496,SUPERFLEX,496,0,169.9,0.4,127.5
2026,4249087,Matt Gay,K,LV,497,SUPERFLEX,497,0,169.6,1.6,125.1
2026,4568263,Ryan Fitzgerald,K,CAR,498,SUPERFLEX,498,0,169.8,0.7,124.2
2026,3124084,Joey Slye,K,TEN,500,SUPERFLEX,500,0,169.8,0.9,123.3
2026,4363538,Chad Ryland,K,ARI,502,SUPERFLEX,502,0,169.9,0.4,121.5
2026,4258620,Andre Szmyt,K,CLE,503,SUPERFLEX,503,0,169.9,0.5,121.6
2026,4259619,Blake Grupe,K,NYJ,504,SUPERFLEX,504,0,169.9,0.5,119.8
2026,-16019,Giants D/ST,DEF,NYG,505,SUPERFLEX,505,0,169.7,2.5,79.3
2026,-16003,Bears D/ST,DEF,CHI,506,SUPERFLEX,506,0,169.4,9.0,71.1
2026,-16010,Titans D/ST,DEF,TEN,510,SUPERFLEX,510,0,169.9,6.2,68.4
2026,-16029,Panthers D/ST,DEF,CAR,511,SUPERFLEX,511,0,169.8,1.1,71.5
2026,-16028,Commanders D/ST,DEF,WSH,513,SUPERFLEX,513,0,169.8,1.0,60.8
2026,-16001,Falcons D/ST,DEF,ATL,515,SUPERFLEX,515,0,170.0,1.2,58.4
2026,-16002,Bills D/ST,DEF,BUF,516,SUPERFLEX,516,0,169.0,5.0,59.0
2026,-16013,Raiders D/ST,DEF,LV,517,SUPERFLEX,517,0,169.8,1.7,53.9
2026,-16022,Cardinals D/ST,DEF,ARI,518,SUPERFLEX,518,0,169.8,0.4,50.4
2026,-16015,Dolphins D/ST,DEF,MIA,519,SUPERFLEX,519,0,169.7,0.7,45.1
2026,5150247,Malik Benson,WR,LV,979,SUPERFLEX,979,0,170.0,0.1,56.5
2026,4912218,Cyrus Allen,WR,KC,980,SUPERFLEX,980,0,169.9,4.5,52.8
2026,4613202,Kyle Williams,WR,NE,981,SUPERFLEX,981,0,170.0,0.3,51.2
2026,4431280,Troy Franklin,WR,DEN,982,SUPERFLEX,982,0,170.1,1.2,50.7
2026,4242433,Joshua Palmer,WR,BUF,983,SUPERFLEX,983,0,170.0,0.2,50.3
2026,3045523,Kendrick Bourne,WR,ARI,984,SUPERFLEX,984,0,170.0,0.1,50.2
2026,2973405,Kalif Raymond,WR,CHI,985,SUPERFLEX,985,0,170.0,0.2,48.0
2026,4361577,Dyami Brown,WR,WSH,992,SUPERFLEX,992,0,170.0,0.1,46.8
2026,4567156,Treylon Burks,WR,WSH,999,SUPERFLEX,999,0,170.0,0.1,44.8
2026,16002,Kyle Juszczyk,RB,SF,1002,SUPERFLEX,1002,0,170.0,0.4,44.7
2026,4696882,Devontez Walker,WR,BAL,1003,SUPERFLEX,1003,0,170.0,0.1,43.9
2026,4372780,Tommy Tremble,TE,CAR,1005,SUPERFLEX,1005,0,170.0,0.1,43.5
2026,3043275,Austin Hooper,TE,ATL,1007,SUPERFLEX,1007,0,170.0,0.1,43.4
2026,4879276,Bryce Lance,WR,NO,1011,SUPERFLEX,1011,0,170.0,0.2,42.9
2026,4426844,Elijah Higgins,TE,ARI,1012,SUPERFLEX,1012,0,169.9,0.1,42.9
2026,4431487,Savion Williams,WR,GB,1015,SUPERFLEX,1015,0,170.0,0.2,41.8
2026,3054212,Jonnu Smith,TE,GB,1017,SUPERFLEX,1017,0,170.0,0.2,40.9
2026,4880236,Will Kacmarek,TE,MIA,1021,SUPERFLEX,1021,0,170.0,0.1,39.8
2026,4036131,Noah Fant,TE,NO,1023,SUPERFLEX,1023,0,170.0,0.1,39.7
2026,4431268,Chimere Dike,WR,TEN,1024,SUPERFLEX,1024,0,169.9,1.2,39.6
2026,3921690,Josh Oliver,TE,MIN,1026,SUPERFLEX,1026,0,170.0,0.1,38.5
2026,3911853,Adam Trautman,TE,DEN,1027,SUPERFLEX,1027,0,170.0,0.1,38.4
2026,4869748,Zavion Thomas,WR,CHI,1031,SUPERFLEX,1031,0,169.9,1.3,36.3
2026,4241263,Charlie Kolar,TE,LAC,1033,SUPERFLEX,1033,0,170.0,0.1,36.2
2026,4808839,Isaiah Bond,WR,CLE,1041,SUPERFLEX,1041,0,170.0,0.1,34.9
2026,4426496,Cade Stover,TE,HOU,1045,SUPERFLEX,1045,0,170.0,0.1,34.7
2026,4048228,John Bates,TE,WSH,1046,SUPERFLEX,1046,0,170.0,0.0,34.5
2026,4241372,Hollywood Brown,WR,PHI,1047,SUPERFLEX,1047,0,170.0,0.6,34.3
2026,4683153,Skyler Bell,WR,BUF,1048,SUPERFLEX,1048,0,169.9,0.7,34.1
2026,3917914,Olamide Zaccheaus,WR,ATL,1051,SUPERFLEX,1051,0,170.0,0.1,32.3
2026,4061956,Ashton Dulin,WR,IND,1054,SUPERFLEX,1054,0,169.9,0.2,31.6
2026,4569371,Isaiah Williams,WR,NYJ,1057,SUPERFLEX,1057,0,170.0,0.1,31.0
2026,4360797,Tutu Atwell,WR,LAR,1059,SUPERFLEX,1059,0,170.0,0.3,30.9
2026,5092508,Colbie Young,WR,CIN,1064,SUPERFLEX,1064,0,170.0,0.1,29.6
2026,4431492,Roman Wilson,WR,PIT,1073,SUPERFLEX,1073,0,170.0,0.1,28.8
2026,4602667,Jaylin Lane,WR,WSH,1075,SUPERFLEX,1075,0,170.0,0.1,28.5
2026,4372096,Luke Schoonmaker,TE,DAL,1077,SUPERFLEX,1077,0,169.9,0.1,27.7
2026,2998565,Mo Alie-Cox,TE,IND,1079,SUPERFLEX,1079,0,170.0,0.1,27.5
2026,4685553,Brenen Thompson,WR,LAC,1080,SUPERFLEX,1080,0,170.0,0.1,27.5
2026,4573699,Jackson Hawes,TE,BUF,1083,SUPERFLEX,1083,0,170.0,0.1,27.4
2026,4361516,Daniel Bellinger,TE,TEN,1086,SUPERFLEX,1086,0,170.0,0.0,26.7
2026,4690923,Ben Sinnott,TE,WSH,1088,SUPERFLEX,1088,0,170.0,0.1,26.6
2026,4361372,Jeremy Ruckert,TE,NYJ,1093,SUPERFLEX,1093,0,170.0,0.0,25.4
2026,5088338,Elijah Sarratt,WR,BAL,1094,SUPERFLEX,1094,0,170.0,0.3,25.1
2026,4383396,Hunter Luepke,RB,DAL,1095,SUPERFLEX,1095,0,170.0,0.1,25.1
2026,16733,Odell Beckham Jr.,WR,NYG,1102,SUPERFLEX,1102,0,169.4,4.0,24.0
2026,4883647,Elic Ayomanor,WR,TEN,1103,SUPERFLEX,1103,0,170.0,0.1,23.9
2026,3052897,Durham Smythe,TE,BAL,1106,SUPERFLEX,1106,0,170.0,0.1,23.6
2026,4569382,Jordan Whittington,WR,LAR,1116,SUPERFLEX,1116,0,170.0,0.1,21.8
2026,4608810,Tez Johnson,WR,TB,1120,SUPERFLEX,1120,0,170.0,0.1,21.5
2026,4708486,Jimmy Horn Jr.,WR,CAR,1121,SUPERFLEX,1121,0,170.0,0.1,21.2
2026,4698597,Barion Brown,WR,NO,1126,SUPERFLEX,1126,0,170.0,0.2,21.2
2026,4426553,Davis Allen,TE,LAR,1135,SUPERFLEX,1135,0,170.0,0.0,19.5
2026,4710855,Konata Mumpfield,WR,LAR,1136,SUPERFLEX,1136,0,170.0,0.1,19.5
2026,3843945,Foster Moreau,TE,HOU,1138,SUPERFLEX,1138,0,170.0,0.0,19.0
2026,3043116,Demarcus Robinson,WR,SF,1139,SUPERFLEX,1139,0,170.0,0.1,18.9
2026,4383440,Nate Adkins,TE,DEN,1140,SUPERFLEX,1140,0,170.0,0.0,18.7
2026,4242392,Brock Wright,TE,DET,1141,SUPERFLEX,1141,0,169.9,0.1,18.6
2026,4686248,Nate Boerkircher,TE,JAX,1142,SUPERFLEX,1142,0,170.0,0.1,18.5
2026,4426948,Luke McCaffrey,WR,WSH,1143,SUPERFLEX,1143,0,169.9,0.4,18.4
2026,5082630,Jalen Royals,WR,KC,1144,SUPERFLEX,1144,0,170.0,0.1,18.3
2026,4430870,KeAndre Lambert-Smith,WR,LAC,1147,SUPERFLEX,1147,0,170.0,0.1,18.1
2026,4372505,Payne Durham,TE,TB,1148,SUPERFLEX,1148,0,170.0,0.0,18.1
2026,4702559,Oscar Delp,TE,NO,1149,SUPERFLEX,1149,0,170.0,0.1,18.0
2026,3051889,Laquon Treadwell,WR,IND,1155,SUPERFLEX,1155,0,170.0,0.0,17.3
2026,3917668,Alec Ingold,RB,LAC,1164,SUPERFLEX,1164,0,170.0,0.0,16.4
2026,4259305,Bo Melton,WR,GB,1165,SUPERFLEX,1165,0,170.0,0.1,16.1
2026,4714379,Seydou Traore,TE,MIA,1169,SUPERFLEX,1169,0,170.0,0.0,15.9
2026,4362018,Blake Whiteheart,TE,CLE,1171,SUPERFLEX,1171,0,170.0,0.0,15.5
2026,4613104,Malachi Corley,WR,CLE,1182,SUPERFLEX,1182,0,170.0,0.0,13.6
2026,4245144,Tay Martin,WR,DET,1184,SUPERFLEX,1184,0,170.0,0.0,13.1
2026,4362477,Derius Davis,WR,LAC,1193,SUPERFLEX,1193,0,170.0,0.0,11.7
2026,4386544,Xavier Smith,WR,LAR,1194,SUPERFLEX,1194,0,170.0,0.1,11.6
2026,3929914,Adam Prentice,RB,FA,1204,SUPERFLEX,1204,0,170.0,0.0,10.5
2026,4575665,Jacob Cowing,WR,SF,1206,SUPERFLEX,1206,0,170.0,0.0,10.4
2026,4241961,Connor Heyward,RB,LV,1207,SUPERFLEX,1207,0,170.0,0.1,10.3
2026,4384852,Dohnte Meyers,WR,CIN,1208,SUPERFLEX,1208,0,170.0,0.2,10.2
2026,2515270,Michael Burton,RB,CLE,1209,SUPERFLEX,1209,0,170.0,0.0,10.1
2026,4695193,Efton Chism III,WR,NE,1210,SUPERFLEX,1210,0,170.0,0.1,10.1
2026,4360086,Josh Whyle,TE,GB,1211,SUPERFLEX,1211,0,170.0,0.0,10.0
2026,4878695,Max Bredeson,RB,MIN,1218,SUPERFLEX,1218,0,170.0,0.0,9.6
2026,4360967,Brevyn Spann-Ford,TE,DAL,1221,SUPERFLEX,1221,0,170.0,0.1,9.5
2026,4714771,Drew Allar,QB,PIT,1223,SUPERFLEX,1223,0,169.9,0.3,9.5
2026,14163,Tyrod Taylor,QB,GB,1224,SUPERFLEX,1224,0,170.0,0.1,9.4
2026,4383351,Trey Lance,QB,LAC,1225,SUPERFLEX,1225,0,170.0,0.1,9.4
2026,4683423,Riley Leonard,QB,IND,1227,SUPERFLEX,1227,0,170.0,0.1,9.4
2026,4889929,Quinn Ewers,QB,JAX,1228,SUPERFLEX,1228,0,170.0,0.1,9.4
2026,4917427,Tanner Koziol,TE,JAX,1230,SUPERFLEX,1230,0,170.0,0.0,9.2
2026,3915486,Tyler Conklin,TE,DET,1231,SUPERFLEX,1231,0,170.0,0.1,9.2
2026,4034779,Ko Kieft,TE,TB,1233,SUPERFLEX,1233,0,170.0,0.0,9.1
2026,4240703,Kenny Pickett,QB,CAR,1234,SUPERFLEX,1234,0,170.0,0.1,9.1
2026,4565185,Tai Felton,WR,MIN,1235,SUPERFLEX,1235,0,170.0,0.1,9.0
2026,4879194,Josh Cameron,WR,JAX,1236,SUPERFLEX,1236,0,170.0,0.0,9.0
2026,4426339,Spencer Rattler,QB,NO,1237,SUPERFLEX,1237,0,170.0,0.1,8.9
2026,4695705,Marlin Klein,TE,HOU,1239,SUPERFLEX,1239,0,170.0,0.1,8.9
2026,4040612,Luke Farrell,TE,SF,1240,SUPERFLEX,1240,0,170.0,0.0,8.8
2026,4722908,Drew Ogletree,TE,IND,1241,SUPERFLEX,1241,0,170.0,0.0,8.8
2026,4685504,Sam Roush,TE,CHI,1243,SUPERFLEX,1243,0,170.0,0.1,8.7
2026,5160110,Jahdae Walker,WR,CHI,1244,SUPERFLEX,1244,0,170.0,0.1,8.7
2026,3044720,Joshua Dobbs,QB,DET,1245,SUPERFLEX,1245,0,170.0,0.1,8.6
2026,4035671,Tyler Huntley,QB,BAL,1246,SUPERFLEX,1246,0,170.0,0.1,8.6
2026,4432260,Matthew Hibner,TE,BAL,1247,SUPERFLEX,1247,0,170.0,0.1,8.6
2026,4876132,Josh Cuevas,TE,BAL,1248,SUPERFLEX,1248,0,170.0,0.0,8.6
2026,2975863,Eric Saubert,TE,SEA,1249,SUPERFLEX,1249,0,170.0,0.0,8.6
2026,4715355,Darius Cooper,WR,PHI,1251,SUPERFLEX,1251,0,170.0,0.1,8.5
2026,3125107,Andrew Beck,RB,NYJ,1253,SUPERFLEX,1253,0,170.0,0.0,8.4
2026,4426485,Jonathan Mingo,WR,DAL,1254,SUPERFLEX,1254,0,170.0,0.1,8.4
2026,4242546,Davis Mills,QB,HOU,1255,SUPERFLEX,1255,0,170.0,0.0,8.4
2026,4239944,Hunter Long,TE,ARI,1256,SUPERFLEX,1256,0,170.0,0.0,8.4
2026,4045305,Ian Thomas,TE,LV,1257,SUPERFLEX,1257,0,170.0,0.0,8.3
2026,4401805,Dareke Young,WR,LV,1258,SUPERFLEX,1258,0,170.0,0.0,8.2
2026,4035020,Charlie Woerner,TE,ATL,1259,SUPERFLEX,1259,0,170.0,0.0,8.2
2026,4685413,Cade Klubnik,QB,NYJ,1260,SUPERFLEX,1260,0,170.0,0.1,8.2
2026,3052096,Johnny Mundt,TE,PHI,1261,SUPERFLEX,1261,0,170.0,0.0,8.2
2026,4685540,Carsen Ryan,TE,CLE,1262,SUPERFLEX,1262,0,170.0,0.0,8.2
2026,4869132,Reggie Virgil,WR,ARI,1263,SUPERFLEX,1263,0,170.0,0.0,8.1
2026,3115293,Kyle Allen,QB,BUF,1265,SUPERFLEX,1265,0,170.0,0.1,8.1
2026,4433971,Kyle McCord,QB,MIA,1266,SUPERFLEX,1266,0,170.0,0.0,8.0
2026,4360763,Brycen Tremayne,WR,CAR,1268,SUPERFLEX,1268,0,170.0,0.0,8.0
2026,3924327,Drew Lock,QB,SEA,1269,SUPERFLEX,1269,0,170.0,0.1,8.0
2026,4039505,Reggie Gilliam,RB,NE,1270,SUPERFLEX,1270,0,170.0,0.1,8.0
2026,3039707,Mitchell Trubisky,QB,TEN,1271,SUPERFLEX,1271,0,170.0,0.0,7.8
2026,2975417,Patrick Ricard,RB,NYG,1274,SUPERFLEX,1274,0,170.0,0.1,7.4
2026,4038524,Gardner Minshew II,QB,ARI,1277,SUPERFLEX,1277,0,170.0,0.1,7.1
2026,2531358,Chris Manhertz,TE,NYG,1297,SUPERFLEX,1297,0,170.0,0.0,4.1
2026,5081338,Kaden Wetjen,WR,PIT,1298,SUPERFLEX,1298,0,169.9,0.2,4.1
2026,4035656,Ben Skowronek,WR,PIT,1300,SUPERFLEX,1300,0,170.0,0.1,3.9
2026,5097554,Kameron Johnson,WR,TB,1303,SUPERFLEX,1303,0,170.0,0.0,3.7
2026,4429105,Arian Smith,WR,NYJ,1307,SUPERFLEX,1307,0,170.0,0.0,3.5
2026,3123075,Braxton Berrios,WR,FA,1317,SUPERFLEX,1317,0,169.9,0.1,2.5
2026,4373273,British Brooks,RB,HOU,1318,SUPERFLEX,1318,0,170.0,0.0,2.4
2026,4570738,Ke'Shawn Williams,WR,CIN,1321,SUPERFLEX,1321,0,170.0,0.1,2.1
2026,4430656,Myles Price,WR,MIN,1322,SUPERFLEX,1322,0,170.0,0.1,2.0
2026,4690143,LaJohntay Wester,WR,BAL,1323,SUPERFLEX,1323,0,170.0,0.1,1.9
2026,4039050,Devin Duvernay,WR,ARI,1324,SUPERFLEX,1324,0,170.0,0.0,1.7
2026,4372716,Nikko Remigio,WR,KC,1326,SUPERFLEX,1326,0,170.0,0.0,1.4
2026,4430191,Skyy Moore,WR,GB,1327,SUPERFLEX,1327,0,170.0,0.1,0.4
2026,4692835,Jalen Brooks,WR,ARI,1328,SUPERFLEX,1328,0,170.0,0.0,0.3
2026,2975674,Robert Tonyan,TE,PIT,1329,SUPERFLEX,1329,0,170.0,0.0,
2026,3728262,Ray-Ray McCloud III,WR,FA,1330,SUPERFLEX,1330,0,170.0,0.0,
2026,2972515,Cooper Rush,QB,ATL,1331,SUPERFLEX,1331,0,170.0,0.0,0.8
2026,3116407,Mason Rudolph,QB,PIT,1332,SUPERFLEX,1332,0,170.0,0.1,0.0
2026,3127586,Jeremy McNichols,RB,WSH,1333,SUPERFLEX,1333,0,170.0,0.0,
2026,4040761,Devin Singletary,RB,NYG,1334,SUPERFLEX,1334,0,170.0,0.3,0.0
2026,3895856,Christian Kirk,WR,SF,1335,SUPERFLEX,1335,0,169.9,0.7,0.0
2026,3134353,Tim Patrick,WR,NYJ,1336,SUPERFLEX,1336,0,170.0,0.0,
2026,2573079,Carson Wentz,QB,MIN,1337,SUPERFLEX,1337,0,170.0,0.1,
2026,14012,Andy Dalton,QB,PHI,1338,SUPERFLEX,1338,0,170.0,0.1,
2026,15168,Case Keenum,QB,CHI,1339,SUPERFLEX,1339,0,170.0,0.0,
2026,4039057,Lil'Jordan Humphrey,WR,DEN,1340,SUPERFLEX,1340,0,169.9,0.1,
2026,4424106,Gunner Olszewski,WR,NYG,1341,SUPERFLEX,1341,0,170.0,0.0,0.0
2026,4360438,Brandon Aiyuk,WR,SF,1342,SUPERFLEX,1342,0,170.0,0.8,
2026,4239934,AJ Dillon,RB,CAR,1343,SUPERFLEX,1343,0,170.0,0.1,
2026,4241401,Trey Sermon,RB,ATL,1345,SUPERFLEX,1345,0,170.0,0.0,
2026,4372414,Elijah Moore,WR,PHI,1346,SUPERFLEX,1346,0,170.0,0.1,
2026,4361259,Zach Wilson,QB,NO,1347,SUPERFLEX,1347,0,170.0,0.0,
2026,4374033,Jermar Jefferson,RB,MIN,1348,SUPERFLEX,1348,0,169.9,0.1,
2026,4362504,Brevin Jordan,TE,HOU,1349,SUPERFLEX,1349,0,170.0,0.0,
2026,4241424,Tylan Wallace,WR,CLE,1350,SUPERFLEX,1350,0,170.0,0.0,0.0
2026,4039160,Kylen Granson,TE,TEN,1351,SUPERFLEX,1351,0,170.0,0.0,
2026,4360739,Simi Fehoko,WR,ARI,1352,SUPERFLEX,1352,0,170.0,0.0,
2026,4241820,Sam Ehlinger,QB,DEN,1353,SUPERFLEX,1353,0,170.0,0.0,
2026,4034948,Feleipe Franks,TE,CAR,1354,SUPERFLEX,1354,0,170.0,0.0,
2026,4249030,D.J. Montgomery,WR,IND,1355,SUPERFLEX,1355,0,170.0,0.0,
2026,3871102,David Sills V,WR,TB,1356,SUPERFLEX,1356,0,170.0,0.0,
2026,4567096,John Metchie III,WR,CAR,1357,SUPERFLEX,1357,0,170.0,0.1,
2026,4241410,Jelani Woods,TE,NYJ,1358,SUPERFLEX,1358,0,170.0,0.0,0.0
2026,4243389,Calvin Austin III,WR,NYG,1359,SUPERFLEX,1359,0,170.0,0.1,0.0
2026,4241374,Grant Calcaterra,TE,PHI,1360,SUPERFLEX,1360,0,170.0,0.0,0.0
2026,4361438,Cole Turner,TE,MIA,1361,SUPERFLEX,1361,0,170.0,0.0,0.0
2026,4242431,Ty Chandler,RB,NO,1362,SUPERFLEX,1362,0,170.0,0.0,
2026,4036419,Skylar Thompson,QB,BAL,1363,SUPERFLEX,1363,0,170.0,0.0,
2026,4044111,Chris Oladokun,QB,FA,1364,SUPERFLEX,1364,0,170.0,0.0,
2026,4036032,Brittain Brown,RB,CHI,1365,SUPERFLEX,1365,0,170.0,0.0,
2026,4367567,Julius Chestnut,RB,TEN,1366,SUPERFLEX,1366,0,170.0,0.0,
2026,4244049,Quintin Morris,TE,JAX,1367,SUPERFLEX,1367,0,170.0,0.0,0.0
2026,4243003,Ronnie Rivers,RB,LAR,1368,SUPERFLEX,1368,0,170.0,0.1,
2026,4916349,Nikola Kalinic,TE,CHI,1369,SUPERFLEX,1369,0,170.0,0.0,
2026,4426386,Roschon Johnson,RB,CHI,1370,SUPERFLEX,1370,0,170.0,0.9,
2026,4428085,Luke Musgrave,TE,GB,1371,SUPERFLEX,1371,0,170.0,0.1,0.0
2026,4259553,Stetson Bennett IV,QB,LAR,1372,SUPERFLEX,1372,0,170.0,0.1,0.0
2026,4372026,Cameron Latu,TE,NE,1373,SUPERFLEX,1373,0,170.0,0.0,
2026,4361426,Justin Shorter,WR,LV,1374,SUPERFLEX,1374,0,170.0,0.0,
2026,4362523,Will Mallory,TE,IND,1375,SUPERFLEX,1375,0,170.0,0.0,
2026,4373684,Scott Matlock,RB,LAC,1376,SUPERFLEX,1376,0,170.0,0.0,
2026,4260394,Aidan O'Connell,QB,LV,1377,SUPERFLEX,1377,0,170.0,0.0,0.0
2026,4360290,Brayden Willis,TE,FA,1378,SUPERFLEX,1378,0,170.0,0.0,
2026,4365395,Julian Hill,TE,NE,1381,SUPERFLEX,1381,0,170.0,0.0,0.0
