season,player_id,player_name,position,nfl_team,espn_ppr_rank,adp,percent_owned,projected
2026,4879276,Bryce Lance,WR,NO,1011,170.0,0.2,43.0
2026,4426844,Elijah Higgins,TE,ARI,1012,169.9,0.1,42.9
2026,4431487,Savion Williams,WR,GB,1015,170.0,0.3,41.9
2026,3054212,Jonnu Smith,TE,GB,1017,170.0,0.2,41.0
2026,4880236,Will Kacmarek,TE,MIA,1021,170.0,0.1,39.8
2026,4036131,Noah Fant,TE,NO,1023,170.0,0.1,39.7
2026,4431268,Chimere Dike,WR,TEN,1024,169.8,1.2,39.6
2026,3921690,Josh Oliver,TE,MIN,1026,170.0,0.1,38.6
2026,3911853,Adam Trautman,TE,DEN,1027,170.0,0.1,38.4
2026,4869748,Zavion Thomas,WR,CHI,1031,169.8,1.4,36.3
2026,4241263,Charlie Kolar,TE,LAC,1033,170.0,0.1,36.2
2026,4808839,Isaiah Bond,WR,CLE,1041,170.0,0.2,34.9
2026,4426496,Cade Stover,TE,HOU,1045,170.0,0.1,34.7
2026,4048228,John Bates,TE,WSH,1046,170.0,0.0,34.5
2026,4241372,Hollywood Brown,WR,PHI,1047,170.0,0.6,34.3
2026,4683153,Skyler Bell,WR,BUF,1048,169.9,0.8,34.1
2026,3917914,Olamide Zaccheaus,WR,ATL,1051,170.0,0.1,32.3
2026,4061956,Ashton Dulin,WR,IND,1054,170.0,0.2,31.7
2026,4569371,Isaiah Williams,WR,NYJ,1057,170.0,0.1,31.1
2026,4360797,Tutu Atwell,WR,LAR,1059,170.0,0.4,30.9
2026,5092508,Colbie Young,WR,CIN,1064,170.0,0.2,29.6
2026,4431492,Roman Wilson,WR,PIT,1073,170.0,0.2,28.8
2026,4602667,Jaylin Lane,WR,WSH,1075,170.0,0.1,28.5
2026,4372096,Luke Schoonmaker,TE,DAL,1077,169.9,0.1,27.7
2026,2998565,Mo Alie-Cox,TE,IND,1079,170.0,0.1,27.5
2026,4685553,Brenen Thompson,WR,LAC,1080,170.0,0.1,27.5
2026,4573699,Jackson Hawes,TE,BUF,1083,170.0,0.1,27.5
2026,4361516,Daniel Bellinger,TE,TEN,1086,170.0,0.0,26.7
2026,4690923,Ben Sinnott,TE,WSH,1088,170.0,0.1,26.6
2026,4361372,Jeremy Ruckert,TE,NYJ,1093,170.0,0.0,25.4
2026,5088338,Elijah Sarratt,WR,BAL,1094,170.0,0.3,25.1
2026,4383396,Hunter Luepke,RB,DAL,1095,170.0,0.1,25.1
2026,16733,Odell Beckham Jr.,WR,NYG,1102,169.4,4.3,24.0
2026,4883647,Elic Ayomanor,WR,TEN,1103,170.0,0.2,23.9
2026,3052897,Durham Smythe,TE,BAL,1106,170.0,0.1,23.6
2026,4569382,Jordan Whittington,WR,LAR,1116,170.0,0.1,21.8
2026,4608810,Tez Johnson,WR,TB,1120,170.0,0.2,21.6
2026,4708486,Jimmy Horn Jr.,WR,CAR,1121,170.0,0.1,21.3
2026,4698597,Barion Brown,WR,NO,1126,170.0,0.2,20.8
2026,4426553,Davis Allen,TE,LAR,1135,170.0,0.0,19.5
2026,4710855,Konata Mumpfield,WR,LAR,1136,170.0,0.1,19.5
2026,3843945,Foster Moreau,TE,HOU,1138,170.0,0.0,19.0
2026,3043116,Demarcus Robinson,WR,SF,1139,170.0,0.1,19.0
2026,4383440,Nate Adkins,TE,DEN,1140,170.0,0.0,18.7
2026,4242392,Brock Wright,TE,DET,1141,169.9,0.1,18.6
2026,4686248,Nate Boerkircher,TE,JAX,1142,170.0,0.1,18.5
2026,4426948,Luke McCaffrey,WR,WSH,1143,169.9,0.4,18.4
2026,5082630,Jalen Royals,WR,KC,1144,170.0,0.1,18.3
2026,4430870,KeAndre Lambert-Smith,WR,LAC,1147,170.0,0.1,18.1
2026,4372505,Payne Durham,TE,TB,1148,170.0,0.0,18.1
2026,4702559,Oscar Delp,TE,NO,1149,170.0,0.1,18.0
2026,3051889,Laquon Treadwell,WR,IND,1155,170.0,0.0,17.3
2026,3917668,Alec Ingold,RB,LAC,1164,170.0,0.1,16.4
2026,4259305,Bo Melton,WR,GB,1165,170.0,0.1,16.1
2026,4714379,Seydou Traore,TE,MIA,1169,170.0,0.0,15.9
2026,4362018,Blake Whiteheart,TE,CLE,1171,170.0,0.0,15.5
2026,4613104,Malachi Corley,WR,CLE,1182,170.0,0.0,13.6
2026,4245144,Tay Martin,WR,DET,1184,170.0,0.0,13.1
2026,4362477,Derius Davis,WR,LAC,1193,170.0,0.0,11.7
2026,4386544,Xavier Smith,WR,LAR,1194,170.0,0.1,11.6
2026,3929914,Adam Prentice,RB,FA,1204,170.0,0.0,10.5
2026,4575665,Jacob Cowing,WR,SF,1206,170.0,0.0,10.4
2026,4241961,Connor Heyward,RB,LV,1207,170.0,0.1,10.3
2026,4384852,Dohnte Meyers,WR,CIN,1208,170.0,0.1,10.2
2026,2515270,Michael Burton,RB,CLE,1209,170.0,0.0,10.1
2026,4695193,Efton Chism III,WR,NE,1210,170.0,0.2,10.1
2026,4360086,Josh Whyle,TE,GB,1211,170.0,0.0,10.0
2026,4878695,Max Bredeson,RB,MIN,1218,170.0,0.1,9.7
2026,4360967,Brevyn Spann-Ford,TE,DAL,1221,170.0,0.1,9.5
2026,4714771,Drew Allar,QB,PIT,1223,169.9,0.3,9.5
2026,14163,Tyrod Taylor,QB,GB,1224,170.0,0.1,9.5
2026,4383351,Trey Lance,QB,LAC,1225,170.0,0.1,9.4
2026,4683423,Riley Leonard,QB,IND,1227,170.0,0.1,9.4
2026,4889929,Quinn Ewers,QB,JAX,1228,170.0,0.1,9.4
2026,4917427,Tanner Koziol,TE,JAX,1230,170.0,0.0,9.2
2026,3915486,Tyler Conklin,TE,DET,1231,170.0,0.1,9.2
2026,4034779,Ko Kieft,TE,TB,1233,170.0,0.0,9.1
2026,4240703,Kenny Pickett,QB,CAR,1234,170.0,0.1,9.1
2026,4565185,Tai Felton,WR,MIN,1235,170.0,0.1,9.0
2026,4879194,Josh Cameron,WR,JAX,1236,170.0,0.0,9.0
2026,4426339,Spencer Rattler,QB,NO,1237,170.0,0.1,8.9
2026,4695705,Marlin Klein,TE,HOU,1239,170.0,0.1,8.9
2026,4040612,Luke Farrell,TE,SF,1240,170.0,0.0,8.8
2026,4722908,Drew Ogletree,TE,IND,1241,170.0,0.0,8.8
2026,4685504,Sam Roush,TE,CHI,1243,170.0,0.1,8.7
2026,5160110,Jahdae Walker,WR,CHI,1244,170.0,0.1,8.7
2026,3044720,Joshua Dobbs,QB,DET,1245,170.0,0.1,8.7
2026,4035671,Tyler Huntley,QB,BAL,1246,170.0,0.1,8.6
2026,4432260,Matthew Hibner,TE,BAL,1247,170.0,0.1,8.6
2026,4876132,Josh Cuevas,TE,BAL,1248,170.0,0.0,8.6
2026,2975863,Eric Saubert,TE,SEA,1249,170.0,0.0,8.6
2026,4715355,Darius Cooper,WR,PHI,1251,170.0,0.1,8.5
2026,3125107,Andrew Beck,RB,NYJ,1253,170.0,0.0,8.4
2026,4426485,Jonathan Mingo,WR,DAL,1254,170.0,0.1,8.4
2026,4242546,Davis Mills,QB,HOU,1255,170.0,0.1,8.4
2026,4239944,Hunter Long,TE,ARI,1256,170.0,0.0,8.4
2026,4045305,Ian Thomas,TE,LV,1257,170.0,0.0,8.3
2026,4401805,Dareke Young,WR,LV,1258,170.0,0.0,8.2
2026,4035020,Charlie Woerner,TE,ATL,1259,170.0,0.0,8.2
2026,4685413,Cade Klubnik,QB,NYJ,1260,170.0,0.1,8.2
2026,3052096,Johnny Mundt,TE,PHI,1261,170.0,0.0,8.2
2026,4685540,Carsen Ryan,TE,CLE,1262,170.0,0.0,8.2
2026,4869132,Reggie Virgil,WR,ARI,1263,170.0,0.1,8.1
2026,3115293,Kyle Allen,QB,BUF,1265,170.0,0.1,8.1
2026,4433971,Kyle McCord,QB,MIA,1266,170.0,0.0,8.0
2026,4360763,Brycen Tremayne,WR,CAR,1268,170.0,0.0,8.0
2026,3924327,Drew Lock,QB,SEA,1269,170.0,0.1,8.0
2026,4039505,Reggie Gilliam,RB,NE,1270,170.0,0.1,8.0
2026,3039707,Mitchell Trubisky,QB,TEN,1271,170.0,0.1,7.8
2026,2975417,Patrick Ricard,RB,NYG,1274,170.0,0.1,7.4
2026,4038524,Gardner Minshew II,QB,ARI,1277,170.0,0.1,7.1
2026,2531358,Chris Manhertz,TE,NYG,1297,170.0,0.0,4.1
2026,5081338,Kaden Wetjen,WR,PIT,1298,169.9,0.2,4.1
2026,4035656,Ben Skowronek,WR,PIT,1300,170.0,0.1,3.9
2026,5097554,Kameron Johnson,WR,TB,1303,170.0,0.0,3.7
2026,4429105,Arian Smith,WR,NYJ,1307,170.0,0.0,3.5
2026,3123075,Braxton Berrios,WR,FA,1317,170.0,0.1,2.5
2026,4373273,British Brooks,RB,HOU,1318,170.0,0.0,2.4
2026,4570738,Ke'Shawn Williams,WR,CIN,1321,170.0,0.0,2.1
2026,4430656,Myles Price,WR,MIN,1322,170.0,0.1,1.9
2026,4690143,LaJohntay Wester,WR,BAL,1323,170.0,0.1,1.9
2026,4039050,Devin Duvernay,WR,ARI,1324,170.0,0.0,1.7
2026,4372716,Nikko Remigio,WR,KC,1326,170.0,0.0,1.4
2026,4430191,Skyy Moore,WR,GB,1327,170.0,0.1,0.4
2026,4692835,Jalen Brooks,WR,ARI,1328,170.0,0.0,0.3
2026,2975674,Robert Tonyan,TE,PIT,1329,170.0,0.0,
2026,3728262,Ray-Ray McCloud III,WR,FA,1330,170.0,0.1,
2026,2972515,Cooper Rush,QB,ATL,1331,170.0,0.0,
2026,3116407,Mason Rudolph,QB,PIT,1332,170.0,0.1,0.0
2026,3127586,Jeremy McNichols,RB,WSH,1333,170.0,0.0,
2026,4040761,Devin Singletary,RB,NYG,1334,170.0,0.4,0.0
2026,3895856,Christian Kirk,WR,SF,1335,169.9,0.8,0.0
2026,3134353,Tim Patrick,WR,NYJ,1336,170.0,0.0,
2026,2573079,Carson Wentz,QB,MIN,1337,170.0,0.1,
2026,14012,Andy Dalton,QB,PHI,1338,170.0,0.1,
2026,15168,Case Keenum,QB,CHI,1339,170.0,0.0,
2026,4039057,Lil'Jordan Humphrey,WR,DEN,1340,169.9,0.2,
2026,4424106,Gunner Olszewski,WR,NYG,1341,170.0,0.0,0.0
2026,4360438,Brandon Aiyuk,WR,SF,1342,170.0,1.1,
2026,4239934,AJ Dillon,RB,CAR,1343,170.0,0.1,
2026,4241401,Trey Sermon,RB,ATL,1345,170.0,0.0,
2026,4372414,Elijah Moore,WR,PHI,1346,170.0,0.1,
2026,4361259,Zach Wilson,QB,NO,1347,170.0,0.0,
2026,4374033,Jermar Jefferson,RB,MIN,1348,169.9,0.1,
2026,4362504,Brevin Jordan,TE,HOU,1349,170.0,0.0,
2026,4241424,Tylan Wallace,WR,CLE,1350,170.0,0.0,0.0
2026,4039160,Kylen Granson,TE,TEN,1351,170.0,0.0,
2026,4360739,Simi Fehoko,WR,ARI,1352,170.0,0.0,
2026,4241820,Sam Ehlinger,QB,DEN,1353,170.0,0.0,
2026,4034948,Feleipe Franks,TE,CAR,1354,170.0,0.0,
2026,4249030,D.J. Montgomery,WR,IND,1355,170.0,0.0,
2026,3871102,David Sills V,WR,TB,1356,170.0,0.0,
2026,4567096,John Metchie III,WR,CAR,1357,170.0,0.1,
2026,4241410,Jelani Woods,TE,NYJ,1358,170.0,0.0,0.0
2026,4243389,Calvin Austin III,WR,NYG,1359,170.0,0.1,0.0
2026,4241374,Grant Calcaterra,TE,PHI,1360,170.0,0.0,0.0
2026,4361438,Cole Turner,TE,MIA,1361,170.0,0.0,0.0
2026,4242431,Ty Chandler,RB,NO,1362,170.0,0.0,
2026,4036419,Skylar Thompson,QB,BAL,1363,170.0,0.0,
2026,4044111,Chris Oladokun,QB,FA,1364,170.0,0.0,
2026,4036032,Brittain Brown,RB,CHI,1365,170.0,0.0,
2026,4367567,Julius Chestnut,RB,TEN,1366,170.0,0.0,
2026,4244049,Quintin Morris,TE,JAX,1367,170.0,0.0,0.0
2026,4243003,Ronnie Rivers,RB,LAR,1368,170.0,0.1,
2026,4916349,Nikola Kalinic,TE,CHI,1369,170.0,0.0,
2026,4426386,Roschon Johnson,RB,CHI,1370,170.0,1.5,
2026,4428085,Luke Musgrave,TE,GB,1371,170.0,0.1,0.0
2026,4259553,Stetson Bennett IV,QB,LAR,1372,170.0,0.1,0.0
2026,4372026,Cameron Latu,TE,NE,1373,170.0,0.0,
2026,4361426,Justin Shorter,WR,LV,1374,170.0,0.0,
2026,4362523,Will Mallory,TE,IND,1375,170.0,0.0,
2026,4373684,Scott Matlock,RB,LAC,1376,170.0,0.0,
2026,4260394,Aidan O'Connell,QB,LV,1377,170.0,0.0,0.0
2026,4360290,Brayden Willis,TE,SF,1378,170.0,0.0,
2026,4365395,Julian Hill,TE,NE,1381,170.0,0.0,0.0
2026,3929636,Irv Charles,WR,SEA,1382,170.0,0.0,
2026,4373030,Ben Sims,TE,MIA,1383,170.0,0.0,0.0
2026,4360405,Jake Bobo,WR,SEA,1384,170.0,0.1,
2026,4242442,Princeton Fant,TE,DAL,1385,170.0,0.0,
2026,4243176,Brady Russell,RB,SEA,1386,170.0,0.0,
2026,4369466,Ryan Miller,WR,MIA,1387,170.0,0.0,
2026,4369886,Chris Blair,WR,ATL,1388,170.0,0.0,
2026,4428209,Ricky Pearsall,WR,SF,1389,169.9,4.9,0.0
2026,4696700,Tip Reiman,TE,ARI,1390,170.0,0.0,0.0
2026,4372561,Isaac Guerendo,RB,SF,1391,170.0,0.2,0.0
2026,4569682,Audric Estime,RB,NO,1392,170.0,0.1,
2026,4430723,Jared Wiley,TE,KC,1393,170.0,0.0,
2026,4428678,Jamari Thrash,WR,CLE,1394,170.0,0.0,
2026,4686104,Johnny Wilson,WR,PHI,1395,170.0,0.0,
2026,4573697,Mason Tipton,WR,NO,1396,170.0,0.0,0.0
2026,4361088,Colson Yankoff,TE,WSH,1397,170.0,0.0,
2026,4360978,David Martin-Robinson,TE,TEN,1398,170.0,0.0,
2026,4248557,E.J. Jenkins,TE,PHI,1400,170.0,0.0,
2026,4430681,Jared Wayne,WR,HOU,1401,170.0,0.0,
2026,4241476,Tyrell Shavers,WR,BUF,1402,170.0,0.1,0.0
2026,4698191,Chris Collier,RB,LV,1403,170.0,0.0,0.0
2026,4877706,Jayden Higgins,WR,HOU,1404,170.0,6.3,0.0
2026,4685350,Trevor Etienne,RB,CAR,1405,170.0,0.5,0.0
2026,4427238,Dillon Gabriel,QB,CLE,1406,170.0,0.1,
2026,4432734,Jalen Milroe,QB,SEA,1407,170.0,0.1,
2026,4432775,Dont'e Thornton Jr.,WR,LV,1408,170.0,0.1,0.0
2026,4708049,Gavin Bartholomew,TE,MIN,1409,170.0,0.0,
2026,4683243,Mitchell Evans,TE,CAR,1410,170.0,0.0,0.0
2026,4431466,Jordan Watkins,WR,SF,1411,170.0,0.0,
2026,4426335,Graham Mertz,QB,HOU,1413,170.0,0.0,
2026,4590292,Thomas Fidone II,TE,NYG,1414,170.0,0.0,
2026,4430431,Kurtis Rourke,QB,SF,1415,170.0,0.0,
2026,4432208,Caleb Lohner,TE,DEN,1416,170.0,0.0,
2026,4432731,Moliki Matavao,TE,NO,1417,170.0,0.0,
2026,4682652,Devin Neal,RB,FA,1418,170.0,0.1,0.0
2026,4691688,Robbie Ouzts,RB,SEA,1419,170.0,0.0,
2026,4429955,Will Howard,QB,PIT,1420,170.0,0.1,0.0
2026,4431431,Corey Kiner,RB,NE,1421,170.0,0.0,
2026,4601080,Raheim Sanders,RB,CLE,1422,170.0,0.1,
2026,4431210,Beaux Collins,WR,ATL,1423,170.0,0.0,
2026,4429435,Brady Cook,QB,MIA,1424,170.0,0.0,0.0
2026,5155825,Carter Runyon,TE,LV,1425,170.0,0.0,
2026,4433959,Ben Yurosek,TE,MIN,1426,170.0,0.0,
2026,4688552,Keleki Latu,TE,BUF,1427,170.0,0.0,
